Genero,Tipo_Colegio,Score_Matematicas,Score_Lectura,Score_Ciencias,Score_Total,3_Comidas_por_día,Apoderado_con_estudios_superiores,Internet,estudio_diario,Eval_cont,Psi_evaluacion,uso_digital_escuela,asesoria_parental
Femenino,Privado,429.31179999999995,482.1707,500.47479999999996,470.65243333333336,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,448.87270000000007,463.0702,487.26639999999986,466.4031,Si,,No,Si,Si,No,No,No
Masculino,Publico,369.9837,387.44120000000004,348.73249999999996,368.71913333333333,Si,No,,Si,No,Si,Si,
Masculino,Publico,316.27279999999996,369.1623000000001,371.7225,352.3858666666667,Si,No,Si,Si,Si,No,No,No
Masculino,Privado,467.00109999999995,498.31140000000005,390.2053,451.8392666666667,Si,Si,Si,Si,Si,Si,No,Si
Masculino,Publico,320.6327,314.67140000000006,317.63120000000004,317.6451,No,No,No,Si,No,Si,Si,Si
Masculino,Publico,521.9002,541.3739,524.6474000000001,529.3071666666667,Si,No,Si,No,No,No,Si,
Masculino,Privado,334.0076,332.88300000000004,350.45539999999994,339.11533333333335,No,No,No,Si,Si,Si,No,No
Masculino,Publico,376.9966,388.76950000000005,356.1084,373.9581666666667,Si,Si,Si,Si,No,Si,No,No
Masculino,Publico,468.775,466.7442,453.66460000000006,463.06126666666665,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Privado,319.5848,372.8155,344.5893,345.66319999999996,Si,No,No,Si,Si,No,Si,Si
Femenino,Publico,336.4239999999999,368.72939999999994,369.4876,358.2136666666666,Si,Si,Si,No,Si,Si,Si,Si
Masculino,Publico,326.4259,322.12520000000006,340.56269999999995,329.7046,No,No,Si,No,Si,Si,Si,Si
Masculino,Publico,455.34990000000005,516.7495,541.4629,504.5207666666667,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,335.2697,333.98670000000004,318.4692,329.2418666666667,No,Si,No,Si,Si,No,No,Si
Masculino,Publico,317.0421,318.9013,361.9968,332.6467333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,376.67089999999996,440.54260000000005,451.24980000000005,422.82110000000006,Si,No,Si,Si,Si,No,Si,Si
Femenino,Privado,565.0717000000001,552.5469999999999,533.147,550.2552333333333,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,474.1034000000001,415.57640000000004,462.12649999999996,450.60210000000006,Si,No,Si,No,No,Si,Si,
Femenino,Privado,361.60140000000007,352.61899999999997,402.5053,372.2419,Si,No,Si,Si,Si,Si,Si,
Femenino,Privado,414.3385,462.1973,374.8718,417.1358666666667,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,351.7098,352.33680000000004,343.2878999999999,349.1115,No,No,Si,Si,No,No,No,Si
Masculino,Publico,403.27110000000005,439.13689999999997,429.0362999999999,423.8147666666666,Si,Si,Si,No,No,No,Si,Si
Femenino,Publico,451.14480000000003,504.74219999999997,479.25280000000004,478.3799333333333,No,Si,Si,No,Si,No,No,Si
Femenino,Privado,419.83579999999995,445.25430000000006,408.78209999999996,424.6240666666667,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,398.4685,417.5077,384.27389999999997,400.0833666666667,Si,No,Si,Si,No,Si,No,
Masculino,Privado,477.22439999999995,471.0433999999999,433.6504,460.63939999999997,Si,No,Si,Si,Si,Si,No,Si
Femenino,Publico,402.78049999999996,324.2812,378.53159999999997,368.5311,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,474.8433,497.78450000000004,474.64930000000004,482.4257,Si,No,No,Si,No,No,No,Si
Masculino,Publico,316.3068,267.77349999999996,258.0375,280.70593333333335,No,Si,Si,Si,No,No,Si,No
Masculino,Privado,295.0385,309.8739,334.36119999999994,313.09119999999996,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,405.8077,478.15590000000003,431.4642,438.47593333333333,No,Si,Si,Si,No,Si,No,Si
Masculino,Privado,386.33669999999995,480.6701,428.0688999999999,431.6919,No,Si,Si,Si,No,No,Si,No
Masculino,Publico,390.23710000000005,431.58009999999996,440.3498000000001,420.7223333333333,No,No,No,Si,No,Si,Si,
Femenino,Privado,618.231,645.4982,640.9303,634.8865,Si,Si,Si,Si,Si,Si,Si,
Femenino,Privado,374.9884,354.8612,385.3888,371.7461333333333,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,424.39160000000004,371.5714,432.64079999999996,409.53459999999995,Si,No,Si,No,Si,No,Si,Si
Masculino,Privado,478.6964,426.94669999999996,506.5816000000001,470.74156666666676,Si,No,Si,No,No,Si,Si,Si
Femenino,Publico,587.4883,555.4757000000001,534.3666999999999,559.1102333333333,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,382.1839,448.38380000000006,430.4286,420.3321,Si,No,Si,No,Si,Si,Si,Si
Masculino,Publico,495.12339999999995,527.3975,486.4955,503.0054666666667,Si,No,Si,No,Si,Si,No,Si
Masculino,Publico,309.10569999999996,327.8506,288.6472,308.5345,Si,No,No,Si,No,No,Si,Si
Femenino,Privado,387.7061,391.2654,425.41099999999994,401.4608333333333,Si,No,No,Si,Si,Si,No,
Masculino,Publico,336.4762999999999,309.20799999999997,350.2879,331.9907333333333,No,No,Si,Si,Si,No,No,No
Masculino,Publico,467.8459,434.2558000000001,427.41829999999993,443.17333333333335,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Privado,421.4127,447.7139,427.6082,432.2449333333334,Si,Si,Si,Si,Si,Si,Si,
Femenino,Publico,526.8224,513.6138,558.7604000000001,533.0655333333334,Si,Si,Si,Si,Si,No,No,Si
Masculino,Publico,292.6951,215.81789999999995,246.19389999999999,251.56896666666663,Si,No,No,No,No,Si,No,Si
Masculino,Privado,305.0287,333.3663,288.5873,308.9941,No,Si,Si,Si,No,Si,No,Si
Femenino,Publico,436.37690000000003,440.87440000000004,489.0544,455.4352333333334,Si,No,Si,No,Si,No,No,No
Masculino,Publico,411.97980000000007,394.1544,468.96619999999996,425.0334666666667,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,466.8026,541.9319,481.9646999999999,496.89973333333336,Si,No,Si,Si,No,No,Si,Si
Masculino,Publico,432.0406,450.0715,427.70739999999995,436.60650000000004,Si,Si,Si,Si,No,No,Si,Si
Femenino,Publico,468.88649999999996,458.08990000000006,462.30370000000005,463.09336666666667,Si,Si,Si,Si,Si,No,Si,Si
Femenino,Privado,372.10630000000003,394.1078,396.8551,387.6897333333333,No,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,294.16140000000007,294.8002,331.9596,306.97373333333337,Si,No,No,,Si,No,Si,Si
Femenino,Publico,426.5526000000001,483.43999999999994,445.5607,451.85110000000003,Si,Si,Si,Si,Si,No,No,Si
Masculino,Publico,258.9888,187.97949999999997,244.08859999999999,230.3523,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,412.91580000000005,469.17209999999994,453.7321,445.2733333333333,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,439.7678000000001,497.1165,462.6397,466.50800000000004,No,No,Si,No,Si,Si,Si,Si
Masculino,Publico,409.7978,476.1627,449.17420000000004,445.04490000000004,Si,Si,Si,No,No,Si,Si,Si
Masculino,Publico,229.19629999999998,238.50400000000005,223.95089999999996,230.5504,Si,No,No,,No,No,Si,No
Femenino,Publico,509.791,552.1726,515.1738,525.7124666666667,No,Si,Si,Si,Si,No,Si,Si
Masculino,Publico,417.7133999999999,373.4851,432.1743999999999,407.79096666666663,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,460.2664999999999,547.8702000000001,473.4156000000001,493.8507666666667,Si,No,Si,Si,No,Si,No,Si
Femenino,Privado,448.14349999999996,419.8155,449.6794,439.21279999999996,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,364.1024,381.2472,345.6666,363.6720666666667,Si,Si,Si,Si,Si,No,No,No
Masculino,Publico,500.9931999999999,549.3953,547.2054999999999,532.5313333333334,Si,Si,Si,Si,Si,Si,No,
Femenino,Privado,276.41470000000004,303.4235,305.7366,295.19160000000005,Si,No,No,,Si,No,Si,Si
Masculino,Privado,483.44950000000006,419.12129999999996,525.6208,476.0638666666667,Si,Si,Si,No,Si,Si,No,Si
Femenino,Publico,275.6864,236.32440000000003,284.3491,265.4533,Si,No,Si,No,No,Si,Si,Si
Masculino,Publico,397.67359999999996,381.3684999999999,379.8981,386.3134,Si,No,No,No,No,Si,No,No
Femenino,Publico,505.84400000000005,542.7524000000001,577.0757,541.8907,Si,Si,Si,Si,Si,Si,No,
Femenino,Privado,355.96090000000004,415.36850000000004,490.3054,420.54493333333335,Si,No,Si,No,No,Si,Si,Si
Masculino,Privado,349.7731,343.7449,388.5654,360.69446666666664,Si,No,Si,Si,Si,Si,No,Si
Masculino,Publico,355.3233,434.55660000000006,466.852,418.9106333333334,Si,Si,Si,Si,No,No,Si,No
Femenino,Publico,315.28499999999997,344.1404,344.1613,334.52889999999996,Si,No,No,Si,No,Si,Si,
Masculino,Publico,567.2527,566.8103,587.6090000000002,573.8906666666668,Si,Si,Si,Si,No,No,Si,
Masculino,Privado,410.06730000000005,382.28499999999997,447.66139999999996,413.3379,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Privado,472.43780000000004,446.4204000000001,419.83090000000004,446.22970000000004,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Privado,314.2543,310.84329999999994,294.28110000000004,306.45956666666666,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,390.43190000000004,498.47239999999994,446.3732,445.0925,Si,Si,Si,Si,No,Si,No,Si
Femenino,Publico,428.8693999999999,452.325,463.316,448.1701333333333,Si,No,Si,Si,Si,No,No,Si
Masculino,Privado,334.56539999999995,343.4643,371.3986,349.80943333333335,Si,No,Si,Si,Si,No,No,Si
Femenino,Publico,412.27790000000005,423.48699999999997,441.9886,425.91783333333336,Si,No,Si,No,No,No,No,No
Femenino,Publico,457.2222,492.504,461.0584,470.2615333333333,Si,No,Si,Si,No,No,No,No
Masculino,Privado,389.48,411.6530000000001,440.45580000000007,413.86293333333333,No,,No,Si,Si,No,Si,Si
Masculino,Publico,388.0994,467.8905999999999,363.358,406.4493333333333,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,415.4924,411.66099999999994,432.5687,419.90736666666663,No,No,Si,Si,No,No,No,Si
Masculino,Publico,532.0629000000001,513.31,534.3161,526.563,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,395.2999,366.7072,384.9588,382.3219666666667,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Privado,296.80890000000005,277.7241,306.84970000000004,293.79423333333335,Si,No,Si,,Si,No,No,Si
Femenino,Publico,328.70750000000004,329.2429,314.1479,324.0327666666667,99,No,Si,Si,Si,No,Si,Si
Femenino,Privado,385.2486,424.6417,403.3487,404.413,Si,Si,Si,No,Si,Si,Si,Si
Femenino,Publico,346.0728,318.4132,349.17519999999996,337.88706666666667,Si,No,No,Si,Si,Si,Si,Si
Femenino,Publico,330.4044,256.40700000000004,312.7055,299.8389666666667,No,No,Si,Si,Si,No,Si,Si
Femenino,Publico,423.4462,485.92279999999994,517.5344,475.63446666666664,Si,No,No,Si,Si,No,No,Si
Femenino,Privado,474.31989999999996,439.87389999999994,484.9704,466.38806666666665,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,475.50969999999995,558.9277,494.45680000000004,509.6313999999999,Si,Si,Si,Si,Si,Si,No,No
Femenino,Publico,386.9036,416.6423,365.589,389.71163333333334,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,435.6618,458.62440000000004,456.6262,450.3041333333333,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,361.491,311.2727,376.80780000000004,349.85716666666667,Si,No,No,Si,No,Si,No,No
Femenino,Publico,283.62489999999997,262.90590000000003,290.3012,278.944,Si,Si,Si,,No,Si,Si,Si
Masculino,Privado,438.704,443.51989999999995,474.0487,452.09086666666667,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,430.88890000000004,479.2942,406.75509999999997,438.9794,Si,No,Si,Si,Si,No,Si,No
Masculino,Privado,502.94659999999993,492.1736000000001,581.3115,525.4772333333334,Si,Si,Si,Si,No,Si,Si,No
Masculino,Publico,246.0386,287.78560000000004,289.69950000000006,274.5079,Si,Si,,Si,No,Si,No,No
Femenino,Privado,355.9713,320.2226,394.56340000000006,356.9191,Si,Si,Si,,Si,No,No,Si
Femenino,Privado,376.7434,485.3736,386.1014,416.0728,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,346.8252,295.06629999999996,336.61350000000004,326.16833333333335,Si,Si,Si,Si,Si,Si,Si,
Femenino,Publico,265.7752,272.0718,288.75790000000006,275.53496666666666,Si,No,Si,No,Si,No,No,No
Masculino,Publico,473.5762,424.56179999999995,401.71220000000005,433.2834,No,Si,Si,No,No,No,No,Si
Masculino,Publico,427.6549,416.53100000000006,372.1798999999999,405.45526666666666,No,No,Si,No,No,Si,No,Si
Masculino,Publico,451.0433,450.6928,444.0294,448.5885,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,392.11569999999995,391.5439,358.977,380.8788666666666,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,395.26890000000003,438.35,421.70529999999997,418.4414,Si,,Si,Si,No,Si,No,No
Masculino,Privado,338.7767,341.402,362.97400000000005,347.7175666666667,Si,Si,Si,Si,Si,No,Si,Si
Femenino,Publico,364.6328,357.88530000000003,393.8472,372.12176666666664,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,279.49480000000005,375.6825,322.1984,325.7919,Si,No,Si,Si,No,No,No,
Femenino,Publico,538.6059,539.4268,570.4862,549.5063,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Publico,338.1292,442.39699999999993,320.8334,367.11986666666667,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,338.41460000000006,269.0478,340.82460000000003,316.0956666666667,Si,,No,Si,No,No,Si,Si
Femenino,Privado,436.04619999999994,451.5902,458.0544,448.56359999999995,Si,Si,Si,Si,No,No,No,Si
Masculino,Privado,548.9065,555.1868999999999,609.5193999999999,571.2042666666666,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,376.4225,417.68469999999996,392.16470000000004,395.4239666666667,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Publico,470.54170000000005,408.9491,477.3241000000001,452.27163333333334,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,297.7181,323.3381,335.8582,318.9714666666667,Si,No,No,,Si,No,Si,Si
Masculino,Publico,429.39490000000006,470.9219,441.225,447.18059999999997,Si,Si,Si,Si,No,No,Si,No
Masculino,Publico,409.6119,445.81720000000007,468.6331,441.3540666666667,Si,Si,Si,Si,No,No,No,No
Masculino,Privado,352.73159999999996,345.02520000000004,409.1094,368.9554,Si,No,Si,Si,No,No,Si,Si
Masculino,Publico,310.364,322.5585,344.7461,325.8895333333333,Si,No,Si,Si,No,No,Si,Si
Femenino,Publico,292.8781,361.4138,374.88779999999997,343.05989999999997,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,405.0453,357.8719,417.9402,393.6191333333333,Si,No,Si,Si,Si,Si,Si,
Femenino,Publico,374.47209999999995,419.948,367.7773,387.39913333333334,Si,No,Si,No,Si,Si,Si,Si
Masculino,Privado,457.0856,487.81589999999994,496.07070000000004,480.3240666666666,Si,No,Si,No,Si,Si,No,Si
Femenino,Publico,500.9713,568.5588,519.691,529.7403666666667,Si,Si,Si,Si,No,Si,No,Si
Masculino,Privado,431.84760000000006,443.1382,431.0461,435.34396666666663,No,No,No,Si,Si,Si,Si,Si
Masculino,Publico,549.5231999999999,575.4625,601.7131999999999,575.5662999999998,Si,Si,Si,No,Si,No,Si,Si
Femenino,Publico,473.3544999999999,526.4204,517.7097,505.8281999999999,Si,No,Si,Si,No,No,No,Si
Femenino,Publico,441.0323,496.74609999999996,459.89229999999986,465.89023333333324,Si,Si,Si,Si,Si,No,No,Si
Femenino,Publico,454.28869999999995,504.4246999999999,465.17440000000005,474.62926666666664,Si,Si,Si,Si,Si,Si,Si,
Femenino,Publico,323.0819,371.9338,318.5561000000001,337.8572666666667,Si,No,Si,Si,No,Si,No,Si
Femenino,Publico,311.6576,314.1217,337.1674,320.98223333333334,Si,No,Si,,Si,No,No,Si
Femenino,Publico,410.27829999999994,424.6929,449.80729999999994,428.25949999999995,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,454.18549999999993,540.5591000000001,469.8379,488.19416666666666,Si,Si,Si,Si,No,Si,No,Si
Masculino,Publico,406.9569,453.0693,466.8561000000001,442.29410000000007,Si,No,Si,Si,No,No,Si,Si
Masculino,Privado,385.62620000000004,432.139,460.1517,425.9723000000001,Si,No,Si,Si,Si,Si,Si,
Masculino,Publico,316.63899999999995,395.5914000000001,354.3356,355.522,Si,No,Si,Si,No,Si,Si,Si
Masculino,Privado,400.53370000000007,385.851,432.3604,406.2483666666667,Si,No,Si,Si,No,Si,Si,Si
Masculino,Publico,482.4722,574.7999000000001,527.9361,528.4027333333333,Si,No,Si,No,No,No,Si,Si
Masculino,Privado,411.84839999999997,487.2915000000001,439.3879,446.1759333333334,Si,Si,Si,Si,Si,Si,Si,
Masculino,Publico,503.0949999999999,528.3906000000001,504.97429999999997,512.1533,Si,Si,Si,Si,Si,No,Si,Si
Masculino,Publico,394.09729999999996,466.0322000000001,394.09760000000006,418.07570000000004,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,412.99429999999995,431.43199999999996,403.18809999999996,415.87146666666666,Si,Si,Si,Si,No,No,Si,Si
Femenino,Publico,323.3996,345.9902000000001,313.43510000000003,327.60830000000004,99,,,,Si,No,Si,Si
Masculino,Publico,320.7125,376.0865,384.66290000000004,360.4873,Si,No,Si,Si,No,No,No,Si
Femenino,Publico,359.3185,384.45050000000003,328.6515,357.4735,Si,No,No,Si,No,Si,Si,
Masculino,Privado,434.82790000000006,444.79310000000004,461.997,447.2060000000001,Si,No,No,Si,Si,Si,No,Si
Masculino,Publico,445.55180000000007,371.36310000000003,434.08860000000004,417.00116666666673,Si,No,No,No,Si,Si,Si,Si
Femenino,Publico,465.0267,443.4805,491.5941000000001,466.70043333333336,Si,No,No,No,No,Si,Si,Si
Femenino,Publico,397.01550000000003,419.2214,398.1154,404.7841,Si,Si,No,Si,No,Si,Si,Si
Femenino,Publico,488.7602,554.307,541.9993000000002,528.3555,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Privado,465.83209999999997,499.52649999999994,531.0181999999999,498.7922666666666,Si,Si,Si,Si,Si,Si,Si,Si
Femenino,Publico,422.8085,459.6473000000001,480.53419999999994,454.33,Si,Si,Si,Si,Si,Si,No,No
Masculino,Publico,433.9406,472.69179999999994,454.80039999999997,453.81093333333337,Si,Si,Si,Si,No,Si,Si,Si
Masculino,Privado,481.0195,473.7732,462.63980000000004,472.47749999999996,Si,Si,Si,No,No,Si,No,Si
Femenino,Publico,274.6037,305.1342,271.5923,283.77673333333337,No,No,No,Si,No,Si,Si,
Masculino,Privado,331.9142,319.9752,354.8892,335.5928666666667,Si,No,Si,No,Si,No,Si,
Femenino,Publico,412.9204,471.10380000000004,410.1621,431.39543333333336,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Publico,428.0099,435.9476000000001,469.3776,444.44503333333336,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,491.3570999999999,462.4166,465.6218,473.13183333333336,Si,Si,Si,Si,Si,Si,No,Si
Masculino,Publico,379.2431,335.33630000000005,358.45399999999995,357.6778,Si,No,No,Si,Si,Si,Si,Si
Femenino,Publico,528.0483,534.7226,498.13359999999994,520.3014999999999,Si,No,Si,Si,Si,No,Si,Si
Masculino,Publico,416.28099999999995,432.2821,485.23690000000005,444.59999999999997,Si,No,No,Si,Si,Si,Si,Si
Femenino,Publico,307.0888,372.6264,316.0739,331.92969999999997,Si,Si,Si,Si,No,No,Si,Si
Femenino,Publico,594.8055000000002,614.7728000000001,633.8195000000001,614.4659333333334,Si,Si,Si,Si,Si,Si,Si,
Femenino,Publico,363.4203,382.12790000000007,375.39129999999994,373.6465,Si,Si,Si,No,Si,No,No,Si
Masculino,Publico,438.4755,453.85450000000003,419.85209999999995,437.3940333333333,No,No,Si,Si,Si,No,No,Si
Femenino,Publico,428.1955,405.861,426.4842,420.1802333333333,Si,Si,Si,Si,Si,Si,No,
Masculino,Publico,307.9206,307.2803,347.8586,321.01983333333334,Si,No,Si,,Si,Si,No,No
Masculino,Publico,447.2919,472.38070000000005,483.8974999999999,467.8567,Si,No,Si,Si,Si,Si,Si,
Femenino,Publico,496.53779999999995,538.5478999999999,518.0966999999999,517.7274666666666,Si,No,Si,Si,No,Si,No,Si
Masculino,Publico,349.50280000000004,401.8224,383.9315,378.41889999999995,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Privado,437.51470000000006,366.6289,415.93550000000005,406.6930333333334,Si,No,Si,No,Si,Si,Si,Si
Femenino,Privado,393.3168999999999,406.96290000000005,386.85360000000003,395.7111333333334,No,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,391.71770000000004,409.1348,414.8366,405.22970000000004,Si,Si,Si,No,Si,No,Si,Si
Femenino,Publico,579.7634,582.9201999999999,652.9885,605.2240333333333,Si,Si,Si,Si,Si,Si,Si,
Femenino,Publico,307.43949999999995,262.2967,310.2725,293.33623333333327,Si,No,No,Si,Si,Si,Si,
Masculino,Publico,411.7658,446.67140000000006,414.5485,424.32856666666675,No,Si,No,No,No,Si,Si,Si
Femenino,Publico,321.3869,375.0907,378.49580000000003,358.3244666666667,Si,No,No,Si,No,Si,Si,Si
Femenino,Publico,480.99710000000005,534.704,559.5561,525.0857333333333,Si,No,Si,Si,No,Si,Si,
Masculino,Publico,381.70349999999996,391.5396,401.7791,391.67406666666665,No,No,Si,No,No,Si,No,Si
Femenino,Publico,455.47389999999996,504.5326000000001,504.55229999999995,488.18626666666665,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,322.4937,316.3842,377.1858,338.68789999999996,Si,No,Si,Si,No,Si,No,Si
Femenino,Publico,384.7331,320.1576,346.08629999999994,350.3256666666666,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Privado,298.6544,272.33599999999996,318.6629,296.55109999999996,No,Si,No,No,Si,Si,Si,Si
Masculino,Privado,312.58399999999995,356.92189999999994,381.60060000000004,350.36883333333327,Si,No,Si,Si,Si,Si,Si,Si
Femenino,Privado,364.1246,525.9044000000001,435.4186000000001,441.81586666666675,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,451.75550000000004,537.7989,388.3238,459.2927333333334,Si,No,Si,Si,Si,No,Si,Si
Masculino,Privado,434.8396000000001,456.31589999999994,445.3179999999999,445.4911666666667,Si,Si,Si,Si,Si,No,Si,Si
Femenino,Publico,396.21599999999995,459.79290000000003,454.8972,436.96870000000007,Si,No,Si,Si,Si,Si,No,Si
Masculino,Publico,324.8173,319.68459999999993,321.5425,322.0148,Si,No,Si,Si,No,Si,Si,Si
Femenino,Privado,425.95020000000005,503.55559999999997,475.346,468.2839333333333,Si,No,Si,Si,No,Si,Si,Si
Femenino,Publico,498.5464,539.9113,544.5557999999999,527.6711666666666,Si,Si,Si,Si,No,Si,No,Si
Femenino,Publico,377.8413,413.9111999999999,394.195,395.3158333333333,Si,,Si,Si,No,Si,Si,Si
Femenino,Publico,398.41700000000003,452.8845,430.17459999999994,427.15869999999995,No,No,Si,Si,No,No,Si,
Femenino,Privado,425.95340000000004,505.0945,430.60330000000005,453.88373333333334,Si,No,Si,Si,Si,Si,Si,Si
Masculino,Publico,457.6585000000001,496.0772,458.59139999999996,470.7757000000001,Si,Si,Si,Si,No,No,No,Si
Masculino,Publico,328.01329999999996,283.7799,289.7627,300.5186333333333,No,Si,No,No,No,No,No,Si
Masculino,Publico,435.93719999999996,481.28959999999995,427.3475,448.19143333333335,No,No,Si,Si,No,Si,Si,Si
Femenino,Publico,429.4243,473.9651,423.5816999999999,442.3237,Si,Si,Si,Si,No,Si,Si,Si
Femenino,Publico,406.4287,428.99989999999997,448.5404,427.98966666666666,Si,Si,Si,Si,Si,No,No,Si
Femenino,Publico,367.7526,423.9656,443.2107,411.6429666666666,Si,No,Si,No,Si,Si,Si,Si
Femenino,Privado,536.4534,423.233,556.6191999999999,505.43519999999995,Si,Si,Si,No,Si,Si,Si,Si
Femenino,Publico,335.36990000000003,310.52619999999996,346.5905,330.82886666666667,Si,No,Si,Si,Si,Si,Si,
Femenino,Privado,578.0264,534.0638000000001,547.8315,553.3072333333333,Si,Si,Si,Si,Si,Si,Si,Si
Masculino,Publico,515.7097000000001,562.3576999999999,600.3706,559.4793333333333,Si,No,Si,No,Si,Si,Si,Si
